portfolio,cov
"['IFF US Equity', 'WFC US Equity', 'CMI US Equity', 'BKR US Equity', 'UNP US Equity']","[[36.51837406 12.03120188 23.27855669 16.66635671 11.88485496]
 [12.03120188 33.56439072 21.69913075 22.19227786 13.54323088]
 [23.27855669 21.69913075 68.34997623 35.31203592 25.73827704]
 [16.66635671 22.19227786 35.31203592 92.83369192 22.81065005]
 [11.88485496 13.54323088 25.73827704 22.81065005 32.68959353]]"
"['COP US Equity', 'WY US Equity', 'ABT US Equity', 'AMD US Equity', 'OXY US Equity']","[[ 50.1662132   30.48340447   8.25680018  38.39242203  31.24344264]
 [ 30.48340447  59.74826023  14.6940644   44.14713863  25.02253163]
 [  8.25680018  14.6940644   24.77505784  28.13713662   9.12253754]
 [ 38.39242203  44.14713863  28.13713662 261.54942516  46.34486471]
 [ 31.24344264  25.02253163   9.12253754  46.34486471  56.84660405]]"
"['INTC US Equity', 'IFF US Equity', 'BK US Equity', 'ABT US Equity', 'CCL US Equity']","[[39.88314766  9.30883338 15.56966174 10.29098411 10.90350857]
 [ 9.30883338 36.51837406 17.80631464  8.43621555 11.50258848]
 [15.56966174 17.80631464 41.6093943   9.46728106 19.35388314]
 [10.29098411  8.43621555  9.46728106 24.77505784 13.60211496]
 [10.90350857 11.50258848 19.35388314 13.60211496 50.46170376]]"
"['WEC US Equity', 'INTC US Equity', 'NBL US Equity', 'IBM US Equity']","[[18.95565239  0.49548653 -1.83487481 -0.52928208]
 [ 0.49548653 39.88314766 12.95037415 14.229941  ]
 [-1.83487481 12.95037415 80.82895103 20.43268612]
 [-0.52928208 14.229941   20.43268612 31.6425104 ]]"
"['NEM US Equity', 'BK US Equity', 'SLB US Equity', 'AMD US Equity', 'CMA US Equity']","[[103.03759492  -8.23967004  11.90174748  12.18197775  -7.00787144]
 [ -8.23967004  41.6093943   28.75623917  39.3533346   36.08958272]
 [ 11.90174748  28.75623917  72.85188776  42.90463322  35.04962049]
 [ 12.18197775  39.3533346   42.90463322 261.54942516  54.94847509]
 [ -7.00787144  36.08958272  35.04962049  54.94847509  59.56106891]]"
"['HES US Equity', 'NEM US Equity', 'UFS US Equity', 'IBM US Equity', 'IR US Equity']","[[100.41903311  12.35803457  46.57572929  27.75456614  33.99428956]
 [ 12.35803457 103.03759492  -4.00106665   2.62545091   3.68495678]
 [ 46.57572929  -4.00106665  96.65527689  23.85000954  37.67014153]
 [ 27.75456614   2.62545091  23.85000954  31.6425104   13.2284702 ]
 [ 33.99428956   3.68495678  37.67014153  13.2284702   44.1778131 ]]"
"['INTC US Equity', 'COP US Equity', 'TGT US Equity', 'EMN US Equity']","[[39.88314766 15.50823727  4.37868384 18.9236785 ]
 [15.50823727 50.1662132   7.56558635 29.10636318]
 [ 4.37868384  7.56558635 43.5782631   4.4118404 ]
 [18.9236785  29.10636318  4.4118404  61.26702893]]"
"['WEC US Equity', 'INTC US Equity', 'IFF US Equity', 'MMM US Equity', 'IR US Equity']","[[18.95565239  0.49548653 -0.72913009  4.10650003  0.55353093]
 [ 0.49548653 39.88314766  9.30883338 14.58362041 12.58271099]
 [-0.72913009  9.30883338 36.51837406 12.42067731 16.91410869]
 [ 4.10650003 14.58362041 12.42067731 26.92215773 21.04415936]
 [ 0.55353093 12.58271099 16.91410869 21.04415936 44.1778131 ]]"
"['HES US Equity', 'MMM US Equity', 'EMN US Equity', 'UNP US Equity', 'CCL US Equity']","[[100.41903311  21.45416437  43.49770614  28.85906258  18.26662337]
 [ 21.45416437  26.92215773  24.29130214  16.50337524  16.13766493]
 [ 43.49770614  24.29130214  61.26702893  24.00931452  22.48006905]
 [ 28.85906258  16.50337524  24.00931452  32.68959353  17.16835849]
 [ 18.26662337  16.13766493  22.48006905  17.16835849  50.46170376]]"
"['WEC US Equity', 'IFF US Equity', 'CMI US Equity', 'C US Equity', 'BKR US Equity']","[[18.95565239 -0.72913009  0.74118794 -5.41577711 -3.01319673]
 [-0.72913009 36.51837406 23.27855669 27.17826418 16.66635671]
 [ 0.74118794 23.27855669 68.34997623 42.05596449 35.31203592]
 [-5.41577711 27.17826418 42.05596449 71.62055835 31.31435794]
 [-3.01319673 16.66635671 35.31203592 31.31435794 92.83369192]]"
"['WEC US Equity', 'COP US Equity', 'HAS US Equity', 'NSC US Equity', 'OXY US Equity']","[[18.95565239 -3.65262908 -0.25286581 -0.9735825  -0.58723557]
 [-3.65262908 50.1662132   8.83054044 25.01885086 31.24344264]
 [-0.25286581  8.83054044 50.0298012  16.34189651 20.10654119]
 [-0.9735825  25.01885086 16.34189651 46.45100235 24.67646474]
 [-0.58723557 31.24344264 20.10654119 24.67646474 56.84660405]]"
"['UFS US Equity', 'IBM US Equity', 'IR US Equity', 'BKR US Equity', 'CCL US Equity']","[[96.65527689 23.85000954 37.67014153 32.35072051 33.52358334]
 [23.85000954 31.6425104  13.2284702  20.06499497 14.07398975]
 [37.67014153 13.2284702  44.1778131  21.60781843 21.87877316]
 [32.35072051 20.06499497 21.60781843 92.83369192 14.73425976]
 [33.52358334 14.07398975 21.87877316 14.73425976 50.46170376]]"
"['WEC US Equity', 'WFC US Equity', 'NSC US Equity', 'CMA US Equity', 'CCL US Equity']","[[18.95565239 -1.63199457 -0.9735825  -8.70722741  2.41778934]
 [-1.63199457 33.56439072 16.14690323 30.8022888  18.68322202]
 [-0.9735825  16.14690323 46.45100235 28.21347469 16.86282157]
 [-8.70722741 30.8022888  28.21347469 59.56106891 23.82749315]
 [ 2.41778934 18.68322202 16.86282157 23.82749315 50.46170376]]"
"['COP US Equity', 'WY US Equity', 'SLB US Equity', 'NSC US Equity', 'OXY US Equity']","[[50.1662132  30.48340447 38.46572051 25.01885086 31.24344264]
 [30.48340447 59.74826023 35.00050166 26.02931478 25.02253163]
 [38.46572051 35.00050166 72.85188776 30.44645539 45.73729739]
 [25.01885086 26.02931478 30.44645539 46.45100235 24.67646474]
 [31.24344264 25.02253163 45.73729739 24.67646474 56.84660405]]"
"['NEM US Equity', 'BAX US Equity', 'TGT US Equity', 'MMM US Equity', 'CMI US Equity']","[[103.03759492   7.46429102   2.98316666   1.35149239  11.59391402]
 [  7.46429102  34.52299909   6.28670867  12.13716942  13.13303251]
 [  2.98316666   6.28670867  43.5782631    4.87074132  13.19698736]
 [  1.35149239  12.13716942   4.87074132  26.92215773  24.86666805]
 [ 11.59391402  13.13303251  13.19698736  24.86666805  68.34997623]]"
"['HES US Equity', 'MMM US Equity', 'UFS US Equity', 'NBL US Equity']","[[100.41903311  21.45416437  46.57572929  59.16711821]
 [ 21.45416437  26.92215773  23.32357537  16.28919382]
 [ 46.57572929  23.32357537  96.65527689  35.88739415]
 [ 59.16711821  16.28919382  35.88739415  80.82895103]]"
"['BAX US Equity', 'COP US Equity', 'ECL US Equity', 'NSC US Equity']","[[34.52299909  7.99237164  5.89347944 10.14679682]
 [ 7.99237164 50.1662132  13.03654186 25.01885086]
 [ 5.89347944 13.03654186 19.9743635  13.30611409]
 [10.14679682 25.01885086 13.30611409 46.45100235]]"
"['INTC US Equity', 'MOS US Equity', 'BK US Equity', 'C US Equity', 'NBL US Equity']","[[ 39.88314766  14.64731609  15.56966174  18.73147025  12.95037415]
 [ 14.64731609 104.62735773  25.46852413  38.65461071  39.94466647]
 [ 15.56966174  25.46852413  41.6093943   43.30157982  22.95096801]
 [ 18.73147025  38.65461071  43.30157982  71.62055835  34.05551767]
 [ 12.95037415  39.94466647  22.95096801  34.05551767  80.82895103]]"
"['INTC US Equity', 'CMI US Equity', 'NSC US Equity', 'WMB US Equity', 'UNP US Equity']","[[39.88314766 18.2073437  18.07432705 15.38545729 12.96064508]
 [18.2073437  68.34997623 28.35023019 30.20905502 25.73827704]
 [18.07432705 28.35023019 46.45100235 28.79078127 27.50805686]
 [15.38545729 30.20905502 28.79078127 83.69722095 21.89865495]
 [12.96064508 25.73827704 27.50805686 21.89865495 32.68959353]]"
"['IFF US Equity', 'F US Equity', 'TGT US Equity']","[[36.51837406 21.65185379 -0.49192613]
 [21.65185379 60.12884092 10.70107509]
 [-0.49192613 10.70107509 43.5782631 ]]"
"['WEC US Equity', 'IFF US Equity', 'TGT US Equity', 'MO US Equity', 'C US Equity']","[[18.95565239 -0.72913009  1.06769617  5.64387931 -5.41577711]
 [-0.72913009 36.51837406 -0.49192613  7.26951596 27.17826418]
 [ 1.06769617 -0.49192613 43.5782631   3.46409467 12.87922798]
 [ 5.64387931  7.26951596  3.46409467 29.16115716  1.5886397 ]
 [-5.41577711 27.17826418 12.87922798  1.5886397  71.62055835]]"
"['MO US Equity', 'CVX US Equity', 'CMA US Equity', 'BKR US Equity', 'OXY US Equity']","[[29.16115716  6.34172572  3.0240932   6.34180364  5.16647813]
 [ 6.34172572 30.12327284 20.76066616 27.23219143 27.62726839]
 [ 3.0240932  20.76066616 59.56106891 35.50496045 26.80740907]
 [ 6.34180364 27.23219143 35.50496045 92.83369192 44.09946089]
 [ 5.16647813 27.62726839 26.80740907 44.09946089 56.84660405]]"
"['CMI US Equity', 'EMN US Equity', 'MO US Equity', 'ABT US Equity', 'UNP US Equity']","[[68.34997623 44.26697733  4.85162666 11.29259263 25.73827704]
 [44.26697733 61.26702893  4.7767166  13.56961127 24.00931452]
 [ 4.85162666  4.7767166  29.16115716  8.11236787  6.87131349]
 [11.29259263 13.56961127  8.11236787 24.77505784  9.07669447]
 [25.73827704 24.00931452  6.87131349  9.07669447 32.68959353]]"
"['WEC US Equity', 'IFF US Equity', 'BAX US Equity', 'ECL US Equity', 'JLL US Equity']","[[18.95565239 -0.72913009  0.72070333  4.43726634  0.24958319]
 [-0.72913009 36.51837406  7.54948668  9.41333248 28.72446744]
 [ 0.72070333  7.54948668 34.52299909  5.89347944 13.81997596]
 [ 4.43726634  9.41333248  5.89347944 19.9743635  18.98433868]
 [ 0.24958319 28.72446744 13.81997596 18.98433868 84.96927153]]"
"['F US Equity', 'UFS US Equity', 'IBM US Equity', 'IR US Equity']","[[60.12884092 39.96892752 12.21677046 27.26178056]
 [39.96892752 96.65527689 23.85000954 37.67014153]
 [12.21677046 23.85000954 31.6425104  13.2284702 ]
 [27.26178056 37.67014153 13.2284702  44.1778131 ]]"
"['IFF US Equity', 'MMM US Equity', 'ECL US Equity', 'AMD US Equity', 'IR US Equity']","[[ 36.51837406  12.42067731   9.41333248  22.0632738   16.91410869]
 [ 12.42067731  26.92215773  10.87103428  36.4850798   21.04415936]
 [  9.41333248  10.87103428  19.9743635   21.23684422  14.57031416]
 [ 22.0632738   36.4850798   21.23684422 261.54942516  48.94471878]
 [ 16.91410869  21.04415936  14.57031416  48.94471878  44.1778131 ]]"
"['MOS US Equity', 'BAX US Equity', 'BK US Equity', 'MO US Equity', 'AMD US Equity']","[[104.62735773  18.11647024  25.46852413   7.93712205  57.8550045 ]
 [ 18.11647024  34.52299909  11.79335391   3.14112548  32.40794906]
 [ 25.46852413  11.79335391  41.6093943    1.16411952  39.3533346 ]
 [  7.93712205   3.14112548   1.16411952  29.16115716   5.88550689]
 [ 57.8550045   32.40794906  39.3533346    5.88550689 261.54942516]]"
"['WEC US Equity', 'ECL US Equity', 'UPS US Equity', 'ABT US Equity', 'OXY US Equity']","[[18.95565239  4.43726634  5.35259066  2.63410506 -0.58723557]
 [ 4.43726634 19.9743635  12.93051551  9.05695447 11.72345664]
 [ 5.35259066 12.93051551 31.00923679 10.59315191 21.02568688]
 [ 2.63410506  9.05695447 10.59315191 24.77505784  9.12253754]
 [-0.58723557 11.72345664 21.02568688  9.12253754 56.84660405]]"
"['COP US Equity', 'WY US Equity', 'MO US Equity', 'JLL US Equity', 'OXY US Equity']","[[50.1662132  30.48340447  5.03354479 24.399016   31.24344264]
 [30.48340447 59.74826023  6.05213017 42.19583735 25.02253163]
 [ 5.03354479  6.05213017 29.16115716  5.42710889  5.16647813]
 [24.399016   42.19583735  5.42710889 84.96927153 28.57695478]
 [31.24344264 25.02253163  5.16647813 28.57695478 56.84660405]]"
"['INTC US Equity', 'BAX US Equity', 'WY US Equity', 'HAS US Equity']","[[39.88314766  5.6137603  18.41952872  1.7652399 ]
 [ 5.6137603  34.52299909 16.64775093 12.44276661]
 [18.41952872 16.64775093 59.74826023 13.80589879]
 [ 1.7652399  12.44276661 13.80589879 50.0298012 ]]"
"['NEM US Equity', 'ABT US Equity', 'CMA US Equity', 'UNP US Equity', 'CCL US Equity']","[[103.03759492   2.29416432  -7.00787144   0.52396363 -15.23316697]
 [  2.29416432  24.77505784  13.15195658   9.07669447  13.60211496]
 [ -7.00787144  13.15195658  59.56106891  20.78195503  23.82749315]
 [  0.52396363   9.07669447  20.78195503  32.68959353  17.16835849]
 [-15.23316697  13.60211496  23.82749315  17.16835849  50.46170376]]"
"['INTC US Equity', 'BAX US Equity', 'MMM US Equity', 'UPS US Equity', 'MO US Equity']","[[39.88314766  5.6137603  14.58362041 14.00722005  5.52459287]
 [ 5.6137603  34.52299909 12.13716942 11.11096298  3.14112548]
 [14.58362041 12.13716942 26.92215773 18.33258779 10.19341163]
 [14.00722005 11.11096298 18.33258779 31.00923679  6.95223718]
 [ 5.52459287  3.14112548 10.19341163  6.95223718 29.16115716]]"
"['ECL US Equity', 'SLB US Equity', 'UPS US Equity', 'JLL US Equity', 'CVX US Equity']","[[19.9743635  12.68427562 12.93051551 18.98433868 10.74824645]
 [12.68427562 72.85188776 23.47190438 36.77794951 30.58682288]
 [12.93051551 23.47190438 31.00923679 23.59448508 17.15359668]
 [18.98433868 36.77794951 23.59448508 84.96927153 21.99214387]
 [10.74824645 30.58682288 17.15359668 21.99214387 30.12327284]]"
"['TGT US Equity', 'BK US Equity', 'C US Equity', 'NBL US Equity', 'BKR US Equity']","[[43.5782631   8.59761947 12.87922798 13.95259881 16.28400814]
 [ 8.59761947 41.6093943  43.30157982 22.95096801 25.69742911]
 [12.87922798 43.30157982 71.62055835 34.05551767 31.31435794]
 [13.95259881 22.95096801 34.05551767 80.82895103 54.10790701]
 [16.28400814 25.69742911 31.31435794 54.10790701 92.83369192]]"
"['WEC US Equity', 'CMI US Equity', 'HAS US Equity', 'BK US Equity', 'ABT US Equity']","[[18.95565239  0.74118794 -0.25286581 -3.84398036  2.63410506]
 [ 0.74118794 68.34997623 25.41347802 26.3357613  11.29259263]
 [-0.25286581 25.41347802 50.0298012  15.83558223  9.28773023]
 [-3.84398036 26.3357613  15.83558223 41.6093943   9.46728106]
 [ 2.63410506 11.29259263  9.28773023  9.46728106 24.77505784]]"
"['EMN US Equity', 'SLB US Equity', 'NSC US Equity', 'MO US Equity', 'BKR US Equity']","[[61.26702893 44.5453431  26.43560196  4.7767166  36.94502489]
 [44.5453431  72.85188776 30.44645539 11.07691409 61.20728556]
 [26.43560196 30.44645539 46.45100235  8.77060013 30.82549603]
 [ 4.7767166  11.07691409  8.77060013 29.16115716  6.34180364]
 [36.94502489 61.20728556 30.82549603  6.34180364 92.83369192]]"
"['IFF US Equity', 'ABT US Equity', 'CVX US Equity', 'UNP US Equity']","[[36.51837406  8.43621555 12.68460261 11.88485496]
 [ 8.43621555 24.77505784 10.92330823  9.07669447]
 [12.68460261 10.92330823 30.12327284 14.76932402]
 [11.88485496  9.07669447 14.76932402 32.68959353]]"
"['WY US Equity', 'EMN US Equity', 'ABT US Equity', 'IBM US Equity', 'BKR US Equity']","[[59.74826023 37.16926368 14.6940644  20.74640427 30.6720803 ]
 [37.16926368 61.26702893 13.56961127 23.46920643 36.94502489]
 [14.6940644  13.56961127 24.77505784 12.34287151  7.36278222]
 [20.74640427 23.46920643 12.34287151 31.6425104  20.06499497]
 [30.6720803  36.94502489  7.36278222 20.06499497 92.83369192]]"
"['SLB US Equity', 'ABT US Equity', 'NBL US Equity', 'IBM US Equity', 'UNP US Equity']","[[72.85188776  9.53145252 58.34233026 21.34879268 25.87267535]
 [ 9.53145252 24.77505784  9.78058658 12.34287151  9.07669447]
 [58.34233026  9.78058658 80.82895103 20.43268612 23.35639898]
 [21.34879268 12.34287151 20.43268612 31.6425104  14.53897182]
 [25.87267535  9.07669447 23.35639898 14.53897182 32.68959353]]"
"['IFF US Equity', 'F US Equity', 'MMM US Equity', 'UFS US Equity', 'UPS US Equity']","[[36.51837406 21.65185379 12.42067731 25.86779814  9.47537707]
 [21.65185379 60.12884092 13.48767783 39.96892752 17.15777578]
 [12.42067731 13.48767783 26.92215773 23.32357537 18.33258779]
 [25.86779814 39.96892752 23.32357537 96.65527689 26.79665865]
 [ 9.47537707 17.15777578 18.33258779 26.79665865 31.00923679]]"
"['HES US Equity', 'F US Equity', 'MMM US Equity', 'BKR US Equity', 'OXY US Equity']","[[100.41903311  36.6312713   21.45416437  56.30812731  49.60337323]
 [ 36.6312713   60.12884092  13.48767783  27.62135674  21.05340959]
 [ 21.45416437  13.48767783  26.92215773  16.29463013  19.1128396 ]
 [ 56.30812731  27.62135674  16.29463013  92.83369192  44.09946089]
 [ 49.60337323  21.05340959  19.1128396   44.09946089  56.84660405]]"
"['TGT US Equity', 'CMI US Equity', 'EMN US Equity', 'BKR US Equity', 'WMB US Equity']","[[43.5782631  13.19698736  4.4118404  16.28400814  6.02664951]
 [13.19698736 68.34997623 44.26697733 35.31203592 30.20905502]
 [ 4.4118404  44.26697733 61.26702893 36.94502489 33.53337754]
 [16.28400814 35.31203592 36.94502489 92.83369192 43.77824168]
 [ 6.02664951 30.20905502 33.53337754 43.77824168 83.69722095]]"
"['IFF US Equity', 'UPS US Equity', 'ABT US Equity', 'CVX US Equity', 'IBM US Equity']","[[36.51837406  9.47537707  8.43621555 12.68460261  9.18358012]
 [ 9.47537707 31.00923679 10.59315191 17.15359668 13.35829993]
 [ 8.43621555 10.59315191 24.77505784 10.92330823 12.34287151]
 [12.68460261 17.15359668 10.92330823 30.12327284 14.67828004]
 [ 9.18358012 13.35829993 12.34287151 14.67828004 31.6425104 ]]"
"['NEM US Equity', 'IFF US Equity', 'BAX US Equity', 'UFS US Equity']","[[103.03759492   0.92040313   7.46429102  -4.00106665]
 [  0.92040313  36.51837406   7.54948668  25.86779814]
 [  7.46429102   7.54948668  34.52299909  16.26790542]
 [ -4.00106665  25.86779814  16.26790542  96.65527689]]"
"['IFF US Equity', 'BAX US Equity', 'WFC US Equity', 'ABT US Equity', 'UNP US Equity']","[[36.51837406  7.54948668 12.03120188  8.43621555 11.88485496]
 [ 7.54948668 34.52299909  7.7007568  14.39771418  8.35663229]
 [12.03120188  7.7007568  33.56439072  7.82946437 13.54323088]
 [ 8.43621555 14.39771418  7.82946437 24.77505784  9.07669447]
 [11.88485496  8.35663229 13.54323088  9.07669447 32.68959353]]"
"['INTC US Equity', 'COP US Equity', 'HAS US Equity', 'JLL US Equity', 'CMA US Equity']","[[39.88314766 15.50823727  1.7652399  25.98839717 17.80879681]
 [15.50823727 50.1662132   8.83054044 24.399016   31.05491427]
 [ 1.7652399   8.83054044 50.0298012  25.65675569 19.50382582]
 [25.98839717 24.399016   25.65675569 84.96927153 38.93141289]
 [17.80879681 31.05491427 19.50382582 38.93141289 59.56106891]]"
"['NEM US Equity', 'BAX US Equity', 'WFC US Equity', 'MMM US Equity', 'UFS US Equity']","[[103.03759492   7.46429102 -13.29010688   1.35149239  -4.00106665]
 [  7.46429102  34.52299909   7.7007568   12.13716942  16.26790542]
 [-13.29010688   7.7007568   33.56439072  15.53826655  27.44390796]
 [  1.35149239  12.13716942  15.53826655  26.92215773  23.32357537]
 [ -4.00106665  16.26790542  27.44390796  23.32357537  96.65527689]]"
"['IFF US Equity', 'BAX US Equity', 'BK US Equity', 'UFS US Equity', 'CMA US Equity']","[[36.51837406  7.54948668 17.80631464 25.86779814 15.58802932]
 [ 7.54948668 34.52299909 11.79335391 16.26790542  9.71920278]
 [17.80631464 11.79335391 41.6093943  26.16742957 36.08958272]
 [25.86779814 16.26790542 26.16742957 96.65527689 31.72499285]
 [15.58802932  9.71920278 36.08958272 31.72499285 59.56106891]]"
"['WEC US Equity', 'HES US Equity', 'WY US Equity', 'MO US Equity', 'JLL US Equity']","[[ 18.95565239  -0.27758322   5.46107539   5.64387931   0.24958319]
 [ -0.27758322 100.41903311  43.72407834   6.72056771  37.42006501]
 [  5.46107539  43.72407834  59.74826023   6.05213017  42.19583735]
 [  5.64387931   6.72056771   6.05213017  29.16115716   5.42710889]
 [  0.24958319  37.42006501  42.19583735   5.42710889  84.96927153]]"
"['HES US Equity', 'TGT US Equity', 'ECL US Equity', 'AMD US Equity', 'CVX US Equity']","[[100.41903311  16.11690723  16.84153408  65.23199812  39.75532173]
 [ 16.11690723  43.5782631    3.26936206  20.19817447   7.02730997]
 [ 16.84153408   3.26936206  19.9743635   21.23684422  10.74824645]
 [ 65.23199812  20.19817447  21.23684422 261.54942516  38.68866514]
 [ 39.75532173   7.02730997  10.74824645  38.68866514  30.12327284]]"
"['WFC US Equity', 'MMM US Equity', 'CMA US Equity', 'OXY US Equity', 'CCL US Equity']","[[33.56439072 15.53826655 30.8022888  16.72468346 18.68322202]
 [15.53826655 26.92215773 19.29707941 19.1128396  16.13766493]
 [30.8022888  19.29707941 59.56106891 26.80740907 23.82749315]
 [16.72468346 19.1128396  26.80740907 56.84660405 11.34314033]
 [18.68322202 16.13766493 23.82749315 11.34314033 50.46170376]]"
"['MMM US Equity', 'ECL US Equity', 'C US Equity', 'CMA US Equity', 'WMB US Equity']","[[26.92215773 10.87103428 22.5588008  19.29707941 16.33508097]
 [10.87103428 19.9743635  15.2833665  10.43093959 13.05719462]
 [22.5588008  15.2833665  71.62055835 46.49589353 40.94828554]
 [19.29707941 10.43093959 46.49589353 59.56106891 34.98712557]
 [16.33508097 13.05719462 40.94828554 34.98712557 83.69722095]]"
"['CMI US Equity', 'NSC US Equity', 'CVX US Equity', 'OXY US Equity']","[[68.34997623 28.35023019 23.20436569 29.75000608]
 [28.35023019 46.45100235 20.33433399 24.67646474]
 [23.20436569 20.33433399 30.12327284 27.62726839]
 [29.75000608 24.67646474 27.62726839 56.84660405]]"
"['F US Equity', 'WFC US Equity', 'TGT US Equity', 'JLL US Equity', 'BKR US Equity']","[[60.12884092 22.40314927 10.70107509 36.24042852 27.62135674]
 [22.40314927 33.56439072 10.7708218  26.43762404 22.19227786]
 [10.70107509 10.7708218  43.5782631   6.44261169 16.28400814]
 [36.24042852 26.43762404  6.44261169 84.96927153 31.8971089 ]
 [27.62135674 22.19227786 16.28400814 31.8971089  92.83369192]]"
"['INTC US Equity', 'IFF US Equity', 'HAS US Equity', 'CVX US Equity']","[[39.88314766  9.30883338  1.7652399  13.21799287]
 [ 9.30883338 36.51837406 17.48619559 12.68460261]
 [ 1.7652399  17.48619559 50.0298012   9.83478513]
 [13.21799287 12.68460261  9.83478513 30.12327284]]"
"['INTC US Equity', 'IFF US Equity', 'EMN US Equity', 'AMD US Equity']","[[ 39.88314766   9.30883338  18.9236785   30.35238208]
 [  9.30883338  36.51837406  21.05912587  22.0632738 ]
 [ 18.9236785   21.05912587  61.26702893  45.65339991]
 [ 30.35238208  22.0632738   45.65339991 261.54942516]]"
"['WEC US Equity', 'HES US Equity', 'MO US Equity', 'ABT US Equity', 'NBL US Equity']","[[ 18.95565239  -0.27758322   5.64387931   2.63410506  -1.83487481]
 [ -0.27758322 100.41903311   6.72056771  12.8506526   59.16711821]
 [  5.64387931   6.72056771  29.16115716   8.11236787   5.9015977 ]
 [  2.63410506  12.8506526    8.11236787  24.77505784   9.78058658]
 [ -1.83487481  59.16711821   5.9015977    9.78058658  80.82895103]]"
"['WEC US Equity', 'IFF US Equity', 'CMI US Equity', 'UFS US Equity', 'WMB US Equity']","[[18.95565239 -0.72913009  0.74118794  1.40771363 -5.13840913]
 [-0.72913009 36.51837406 23.27855669 25.86779814 20.98284836]
 [ 0.74118794 23.27855669 68.34997623 40.3740331  30.20905502]
 [ 1.40771363 25.86779814 40.3740331  96.65527689 37.83150866]
 [-5.13840913 20.98284836 30.20905502 37.83150866 83.69722095]]"
"['MOS US Equity', 'MMM US Equity', 'HAS US Equity', 'NSC US Equity', 'BKR US Equity']","[[104.62735773  21.48286901  25.57718592  29.58246056  38.19806083]
 [ 21.48286901  26.92215773  13.69818118  17.71552788  16.29463013]
 [ 25.57718592  13.69818118  50.0298012   16.34189651  23.35781171]
 [ 29.58246056  17.71552788  16.34189651  46.45100235  30.82549603]
 [ 38.19806083  16.29463013  23.35781171  30.82549603  92.83369192]]"
"['COP US Equity', 'HAS US Equity', 'ECL US Equity', 'NBL US Equity', 'BKR US Equity']","[[50.1662132   8.83054044 13.03654186 38.76361476 37.54326505]
 [ 8.83054044 50.0298012  10.49617444 23.55475555 23.35781171]
 [13.03654186 10.49617444 19.9743635  14.96632934 10.55677168]
 [38.76361476 23.55475555 14.96632934 80.82895103 54.10790701]
 [37.54326505 23.35781171 10.55677168 54.10790701 92.83369192]]"
"['EMN US Equity', 'CMA US Equity', 'OXY US Equity', 'UNP US Equity', 'CCL US Equity']","[[61.26702893 35.34658003 31.99705934 24.00931452 22.48006905]
 [35.34658003 59.56106891 26.80740907 20.78195503 23.82749315]
 [31.99705934 26.80740907 56.84660405 21.37051311 11.34314033]
 [24.00931452 20.78195503 21.37051311 32.68959353 17.16835849]
 [22.48006905 23.82749315 11.34314033 17.16835849 50.46170376]]"
"['BK US Equity', 'SLB US Equity', 'NSC US Equity', 'IBM US Equity']","[[41.6093943  28.75623917 19.58262266 15.31970201]
 [28.75623917 72.85188776 30.44645539 21.34879268]
 [19.58262266 30.44645539 46.45100235 16.84632372]
 [15.31970201 21.34879268 16.84632372 31.6425104 ]]"
"['NEM US Equity', 'BAX US Equity', 'BK US Equity', 'UFS US Equity', 'CMA US Equity']","[[103.03759492   7.46429102  -8.23967004  -4.00106665  -7.00787144]
 [  7.46429102  34.52299909  11.79335391  16.26790542   9.71920278]
 [ -8.23967004  11.79335391  41.6093943   26.16742957  36.08958272]
 [ -4.00106665  16.26790542  26.16742957  96.65527689  31.72499285]
 [ -7.00787144   9.71920278  36.08958272  31.72499285  59.56106891]]"
"['MOS US Equity', 'F US Equity', 'C US Equity', 'AMD US Equity', 'CVX US Equity']","[[104.62735773  28.66478628  38.65461071  57.8550045   25.29746297]
 [ 28.66478628  60.12884092  43.2811279   35.2029685   17.65575755]
 [ 38.65461071  43.2811279   71.62055835  62.05696846  24.58359004]
 [ 57.8550045   35.2029685   62.05696846 261.54942516  38.68866514]
 [ 25.29746297  17.65575755  24.58359004  38.68866514  30.12327284]]"
"['IFF US Equity', 'MOS US Equity', 'WFC US Equity', 'EMN US Equity', 'BKR US Equity']","[[ 36.51837406  18.30589788  12.03120188  21.05912587  16.66635671]
 [ 18.30589788 104.62735773  26.06196303  40.28882573  38.19806083]
 [ 12.03120188  26.06196303  33.56439072  22.97311711  22.19227786]
 [ 21.05912587  40.28882573  22.97311711  61.26702893  36.94502489]
 [ 16.66635671  38.19806083  22.19227786  36.94502489  92.83369192]]"
"['EMN US Equity', 'UPS US Equity', 'AMD US Equity', 'IR US Equity', 'CCL US Equity']","[[ 61.26702893  20.77948246  45.65339991  32.76571282  22.48006905]
 [ 20.77948246  31.00923679  30.00254415  17.31058633  17.37096252]
 [ 45.65339991  30.00254415 261.54942516  48.94471878  31.93950149]
 [ 32.76571282  17.31058633  48.94471878  44.1778131   21.87877316]
 [ 22.48006905  17.37096252  31.93950149  21.87877316  50.46170376]]"
"['MMM US Equity', 'BK US Equity', 'ABT US Equity', 'CVX US Equity', 'CCL US Equity']","[[26.92215773 16.75022529 13.52435357 15.18135115 16.13766493]
 [16.75022529 41.6093943   9.46728106 19.37161444 19.35388314]
 [13.52435357  9.46728106 24.77505784 10.92330823 13.60211496]
 [15.18135115 19.37161444 10.92330823 30.12327284 11.36252887]
 [16.13766493 19.35388314 13.60211496 11.36252887 50.46170376]]"
