portfolio,cov
"['HES US Equity', 'ECL US Equity', 'SLB US Equity', 'CVX US Equity', 'OXY US Equity']","[[100.41903311  16.84153408  61.14362352  39.75532173  49.60337323]
 [ 16.84153408  19.9743635   12.68427562  10.74824645  11.72345664]
 [ 61.14362352  12.68427562  72.85188776  30.58682288  45.73729739]
 [ 39.75532173  10.74824645  30.58682288  30.12327284  27.62726839]
 [ 49.60337323  11.72345664  45.73729739  27.62726839  56.84660405]]"
"['WEC US Equity', 'EMN US Equity', 'UPS US Equity', 'CMA US Equity', 'UNP US Equity']","[[18.95565239 -3.85441338  5.35259066 -8.70722741  2.18942885]
 [-3.85441338 61.26702893 20.77948246 35.34658003 24.00931452]
 [ 5.35259066 20.77948246 31.00923679 19.49994119 16.99031645]
 [-8.70722741 35.34658003 19.49994119 59.56106891 20.78195503]
 [ 2.18942885 24.00931452 16.99031645 20.78195503 32.68959353]]"
"['IFF US Equity', 'F US Equity', 'MO US Equity', 'AMD US Equity', 'CCL US Equity']","[[ 36.51837406  21.65185379   7.26951596  22.0632738   11.50258848]
 [ 21.65185379  60.12884092   3.58207561  35.2029685   24.42796518]
 [  7.26951596   3.58207561  29.16115716   5.88550689   7.34744381]
 [ 22.0632738   35.2029685    5.88550689 261.54942516  31.93950149]
 [ 11.50258848  24.42796518   7.34744381  31.93950149  50.46170376]]"
"['HES US Equity', 'INTC US Equity', 'MOS US Equity', 'CVX US Equity']","[[100.41903311  20.69372631  45.07983086  39.75532173]
 [ 20.69372631  39.88314766  14.64731609  13.21799287]
 [ 45.07983086  14.64731609 104.62735773  25.29746297]
 [ 39.75532173  13.21799287  25.29746297  30.12327284]]"
"['NEM US Equity', 'EMN US Equity', 'SLB US Equity', 'OXY US Equity', 'UNP US Equity']","[[103.03759492   4.8145939   11.90174748  14.29512551   0.52396363]
 [  4.8145939   61.26702893  44.5453431   31.99705934  24.00931452]
 [ 11.90174748  44.5453431   72.85188776  45.73729739  25.87267535]
 [ 14.29512551  31.99705934  45.73729739  56.84660405  21.37051311]
 [  0.52396363  24.00931452  25.87267535  21.37051311  32.68959353]]"
"['F US Equity', 'UFS US Equity', 'UPS US Equity', 'JLL US Equity', 'WMB US Equity']","[[60.12884092 39.96892752 17.15777578 36.24042852 24.85422062]
 [39.96892752 96.65527689 26.79665865 45.93335192 37.83150866]
 [17.15777578 26.79665865 31.00923679 23.59448508 17.55180186]
 [36.24042852 45.93335192 23.59448508 84.96927153 38.9724923 ]
 [24.85422062 37.83150866 17.55180186 38.9724923  83.69722095]]"
"['IFF US Equity', 'BK US Equity', 'NSC US Equity', 'ABT US Equity']","[[36.51837406 17.80631464 14.72643924  8.43621555]
 [17.80631464 41.6093943  19.58262266  9.46728106]
 [14.72643924 19.58262266 46.45100235 13.7205838 ]
 [ 8.43621555  9.46728106 13.7205838  24.77505784]]"
"['WFC US Equity', 'UPS US Equity', 'NSC US Equity', 'AMD US Equity', 'CMA US Equity']","[[ 33.56439072  18.12464418  16.14690323  39.97102873  30.8022888 ]
 [ 18.12464418  31.00923679  20.10872344  30.00254415  19.49994119]
 [ 16.14690323  20.10872344  46.45100235  44.47284627  28.21347469]
 [ 39.97102873  30.00254415  44.47284627 261.54942516  54.94847509]
 [ 30.8022888   19.49994119  28.21347469  54.94847509  59.56106891]]"
"['CMI US Equity', 'AMD US Equity', 'IR US Equity', 'BKR US Equity', 'UNP US Equity']","[[ 68.34997623  49.17063206  34.73107835  35.31203592  25.73827704]
 [ 49.17063206 261.54942516  48.94471878  38.99317456  33.0348839 ]
 [ 34.73107835  48.94471878  44.1778131   21.60781843  20.4012305 ]
 [ 35.31203592  38.99317456  21.60781843  92.83369192  22.81065005]
 [ 25.73827704  33.0348839   20.4012305   22.81065005  32.68959353]]"
"['INTC US Equity', 'MOS US Equity', 'ECL US Equity', 'SLB US Equity', 'OXY US Equity']","[[ 39.88314766  14.64731609   6.68387346  17.05051347  17.83098887]
 [ 14.64731609 104.62735773   9.71930231  41.28625488  39.17623414]
 [  6.68387346   9.71930231  19.9743635   12.68427562  11.72345664]
 [ 17.05051347  41.28625488  12.68427562  72.85188776  45.73729739]
 [ 17.83098887  39.17623414  11.72345664  45.73729739  56.84660405]]"
"['WEC US Equity', 'HAS US Equity', 'SLB US Equity', 'JLL US Equity', 'CMA US Equity']","[[18.95565239 -0.25286581  0.16741564  0.24958319 -8.70722741]
 [-0.25286581 50.0298012  27.27854207 25.65675569 19.50382582]
 [ 0.16741564 27.27854207 72.85188776 36.77794951 35.04962049]
 [ 0.24958319 25.65675569 36.77794951 84.96927153 38.93141289]
 [-8.70722741 19.50382582 35.04962049 38.93141289 59.56106891]]"
"['INTC US Equity', 'MMM US Equity', 'SLB US Equity', 'MO US Equity', 'IBM US Equity']","[[39.88314766 14.58362041 17.05051347  5.52459287 14.229941  ]
 [14.58362041 26.92215773 22.89546799 10.19341163 13.72385882]
 [17.05051347 22.89546799 72.85188776 11.07691409 21.34879268]
 [ 5.52459287 10.19341163 11.07691409 29.16115716  1.50419846]
 [14.229941   13.72385882 21.34879268  1.50419846 31.6425104 ]]"
"['WY US Equity', 'CMI US Equity', 'ECL US Equity', 'NBL US Equity', 'WMB US Equity']","[[59.74826023 31.41196589 15.83781386 33.59206634 34.36457993]
 [31.41196589 68.34997623 12.13840397 31.53751445 30.20905502]
 [15.83781386 12.13840397 19.9743635  14.96632934 13.05719462]
 [33.59206634 31.53751445 14.96632934 80.82895103 45.90600454]
 [34.36457993 30.20905502 13.05719462 45.90600454 83.69722095]]"
"['WEC US Equity', 'HES US Equity', 'WFC US Equity', 'IBM US Equity', 'WMB US Equity']","[[ 18.95565239  -0.27758322  -1.63199457  -0.52928208  -5.13840913]
 [ -0.27758322 100.41903311  26.00797567  27.75456614  51.41714314]
 [ -1.63199457  26.00797567  33.56439072  12.40806128  24.40873457]
 [ -0.52928208  27.75456614  12.40806128  31.6425104   18.67113378]
 [ -5.13840913  51.41714314  24.40873457  18.67113378  83.69722095]]"
"['WEC US Equity', 'NEM US Equity', 'INTC US Equity', 'IFF US Equity', 'UNP US Equity']","[[ 18.95565239   1.7655769    0.49548653  -0.72913009   2.18942885]
 [  1.7655769  103.03759492   1.03659065   0.92040313   0.52396363]
 [  0.49548653   1.03659065  39.88314766   9.30883338  12.96064508]
 [ -0.72913009   0.92040313   9.30883338  36.51837406  11.88485496]
 [  2.18942885   0.52396363  12.96064508  11.88485496  32.68959353]]"
"['TGT US Equity', 'SLB US Equity', 'UPS US Equity', 'C US Equity', 'AMD US Equity']","[[ 43.5782631   12.98272265  10.91989519  12.87922798  20.19817447]
 [ 12.98272265  72.85188776  23.47190438  38.92764927  42.90463322]
 [ 10.91989519  23.47190438  31.00923679  24.67014372  30.00254415]
 [ 12.87922798  38.92764927  24.67014372  71.62055835  62.05696846]
 [ 20.19817447  42.90463322  30.00254415  62.05696846 261.54942516]]"
"['HES US Equity', 'MOS US Equity', 'CVX US Equity', 'CMA US Equity', 'UNP US Equity']","[[100.41903311  45.07983086  39.75532173  42.98551831  28.85906258]
 [ 45.07983086 104.62735773  25.29746297  29.78775916  28.74624914]
 [ 39.75532173  25.29746297  30.12327284  20.76066616  14.76932402]
 [ 42.98551831  29.78775916  20.76066616  59.56106891  20.78195503]
 [ 28.85906258  28.74624914  14.76932402  20.78195503  32.68959353]]"
"['WFC US Equity', 'HAS US Equity', 'BK US Equity', 'NSC US Equity', 'C US Equity']","[[33.56439072 11.26464405 26.04791414 16.14690323 33.46910962]
 [11.26464405 50.0298012  15.83558223 16.34189651 27.98865957]
 [26.04791414 15.83558223 41.6093943  19.58262266 43.30157982]
 [16.14690323 16.34189651 19.58262266 46.45100235 28.5952826 ]
 [33.46910962 27.98865957 43.30157982 28.5952826  71.62055835]]"
"['HES US Equity', 'EMN US Equity', 'ABT US Equity', 'AMD US Equity', 'NBL US Equity']","[[100.41903311  43.49770614  12.8506526   65.23199812  59.16711821]
 [ 43.49770614  61.26702893  13.56961127  45.65339991  36.99910542]
 [ 12.8506526   13.56961127  24.77505784  28.13713662   9.78058658]
 [ 65.23199812  45.65339991  28.13713662 261.54942516  44.18011537]
 [ 59.16711821  36.99910542   9.78058658  44.18011537  80.82895103]]"
"['INTC US Equity', 'F US Equity', 'EMN US Equity', 'SLB US Equity', 'IBM US Equity']","[[39.88314766 17.56501721 18.9236785  17.05051347 14.229941  ]
 [17.56501721 60.12884092 33.84136883 29.88497128 12.21677046]
 [18.9236785  33.84136883 61.26702893 44.5453431  23.46920643]
 [17.05051347 29.88497128 44.5453431  72.85188776 21.34879268]
 [14.229941   12.21677046 23.46920643 21.34879268 31.6425104 ]]"
"['IFF US Equity', 'TGT US Equity', 'HAS US Equity', 'AMD US Equity', 'NBL US Equity']","[[ 36.51837406  -0.49192613  17.48619559  22.0632738   14.23680332]
 [ -0.49192613  43.5782631    7.68153172  20.19817447  13.95259881]
 [ 17.48619559   7.68153172  50.0298012   30.49065232  23.55475555]
 [ 22.0632738   20.19817447  30.49065232 261.54942516  44.18011537]
 [ 14.23680332  13.95259881  23.55475555  44.18011537  80.82895103]]"
"['MMM US Equity', 'CMI US Equity', 'EMN US Equity', 'OXY US Equity', 'WMB US Equity']","[[26.92215773 24.86666805 24.29130214 19.1128396  16.33508097]
 [24.86666805 68.34997623 44.26697733 29.75000608 30.20905502]
 [24.29130214 44.26697733 61.26702893 31.99705934 33.53337754]
 [19.1128396  29.75000608 31.99705934 56.84660405 34.51591479]
 [16.33508097 30.20905502 33.53337754 34.51591479 83.69722095]]"
"['WEC US Equity', 'NEM US Equity', 'AMD US Equity', 'BKR US Equity']","[[ 18.95565239   1.7655769   -9.41885093  -3.01319673]
 [  1.7655769  103.03759492  12.18197775   8.2721016 ]
 [ -9.41885093  12.18197775 261.54942516  38.99317456]
 [ -3.01319673   8.2721016   38.99317456  92.83369192]]"
"['NEM US Equity', 'UPS US Equity', 'MO US Equity', 'C US Equity', 'NBL US Equity']","[[ 1.03037595e+02 -5.19048281e+00 -7.12359198e-02 -9.51346040e+00
   1.53711115e+01]
 [-5.19048281e+00  3.10092368e+01  6.95223718e+00  2.46701437e+01
   1.95590354e+01]
 [-7.12359198e-02  6.95223718e+00  2.91611572e+01  1.58863970e+00
   5.90159770e+00]
 [-9.51346040e+00  2.46701437e+01  1.58863970e+00  7.16205583e+01
   3.40555177e+01]
 [ 1.53711115e+01  1.95590354e+01  5.90159770e+00  3.40555177e+01
   8.08289510e+01]]"
"['IFF US Equity', 'WY US Equity', 'BK US Equity']","[[36.51837406 18.65530604 17.80631464]
 [18.65530604 59.74826023 26.75713526]
 [17.80631464 26.75713526 41.6093943 ]]"
"['TGT US Equity', 'HAS US Equity', 'BK US Equity', 'BKR US Equity', 'CCL US Equity']","[[43.5782631   7.68153172  8.59761947 16.28400814 10.53460373]
 [ 7.68153172 50.0298012  15.83558223 23.35781171 15.45703924]
 [ 8.59761947 15.83558223 41.6093943  25.69742911 19.35388314]
 [16.28400814 23.35781171 25.69742911 92.83369192 14.73425976]
 [10.53460373 15.45703924 19.35388314 14.73425976 50.46170376]]"
"['HAS US Equity', 'SLB US Equity', 'WMB US Equity', 'UNP US Equity']","[[50.0298012  27.27854207 17.73056116 14.93058014]
 [27.27854207 72.85188776 45.58844385 25.87267535]
 [17.73056116 45.58844385 83.69722095 21.89865495]
 [14.93058014 25.87267535 21.89865495 32.68959353]]"
"['BAX US Equity', 'ECL US Equity', 'AMD US Equity', 'IR US Equity', 'BKR US Equity']","[[ 34.52299909   5.89347944  32.40794906  12.61253538  13.99170019]
 [  5.89347944  19.9743635   21.23684422  14.57031416  10.55677168]
 [ 32.40794906  21.23684422 261.54942516  48.94471878  38.99317456]
 [ 12.61253538  14.57031416  48.94471878  44.1778131   21.60781843]
 [ 13.99170019  10.55677168  38.99317456  21.60781843  92.83369192]]"
"['TGT US Equity', 'C US Equity', 'CMA US Equity', 'CCL US Equity']","[[43.5782631  12.87922798  9.65867889 10.53460373]
 [12.87922798 71.62055835 46.49589353 29.21730667]
 [ 9.65867889 46.49589353 59.56106891 23.82749315]
 [10.53460373 29.21730667 23.82749315 50.46170376]]"
"['INTC US Equity', 'EMN US Equity', 'MO US Equity', 'AMD US Equity', 'BKR US Equity']","[[ 39.88314766  18.9236785    5.52459287  30.35238208  14.76753296]
 [ 18.9236785   61.26702893   4.7767166   45.65339991  36.94502489]
 [  5.52459287   4.7767166   29.16115716   5.88550689   6.34180364]
 [ 30.35238208  45.65339991   5.88550689 261.54942516  38.99317456]
 [ 14.76753296  36.94502489   6.34180364  38.99317456  92.83369192]]"
"['WEC US Equity', 'F US Equity', 'WFC US Equity', 'HAS US Equity', 'WMB US Equity']","[[18.95565239 -0.13859971 -1.63199457 -0.25286581 -5.13840913]
 [-0.13859971 60.12884092 22.40314927 18.76360856 24.85422062]
 [-1.63199457 22.40314927 33.56439072 11.26464405 24.40873457]
 [-0.25286581 18.76360856 11.26464405 50.0298012  17.73056116]
 [-5.13840913 24.85422062 24.40873457 17.73056116 83.69722095]]"
"['WEC US Equity', 'COP US Equity', 'EMN US Equity', 'CVX US Equity', 'CCL US Equity']","[[18.95565239 -3.65262908 -3.85441338  3.0758058   2.41778934]
 [-3.65262908 50.1662132  29.10636318 29.65333205 12.71927158]
 [-3.85441338 29.10636318 61.26702893 24.07806448 22.48006905]
 [ 3.0758058  29.65333205 24.07806448 30.12327284 11.36252887]
 [ 2.41778934 12.71927158 22.48006905 11.36252887 50.46170376]]"
"['KMB US Equity', 'DTE US Equity', 'HSY US Equity', 'WELL US Equity']","[[18.98891434  7.58649282  8.82716934  8.7765816 ]
 [ 7.58649282 14.83958778  8.11705738 12.12349466]
 [ 8.82716934  8.11705738 24.23853542  8.49867145]
 [ 8.7765816  12.12349466  8.49867145 30.47520004]]"
"['OXY US Equity', 'KMB US Equity', 'TGT US Equity', 'PPL US Equity', 'ABT US Equity']","[[ 5.68466041e+01 -9.94055967e-01  4.29975985e+00  2.44178414e+00
   9.12253754e+00]
 [-9.94055967e-01  1.89889143e+01  8.93653031e-03  6.79175117e+00
   8.68989909e+00]
 [ 4.29975985e+00  8.93653031e-03  4.35782631e+01  5.51553324e-01
   5.19269506e+00]
 [ 2.44178414e+00  6.79175117e+00  5.51553324e-01  1.95126642e+01
   5.56063142e+00]
 [ 9.12253754e+00  8.68989909e+00  5.19269506e+00  5.56063142e+00
   2.47750578e+01]]"
"['OXY US Equity', 'EXC US Equity', 'DUK US Equity', 'PPL US Equity', 'WELL US Equity']","[[56.84660405  6.85025562 -0.18651733  2.44178414  3.2417554 ]
 [ 6.85025562 25.89215886 11.83651989 11.71174001 12.30757996]
 [-0.18651733 11.83651989 15.09230655  9.14826341 10.88876835]
 [ 2.44178414 11.71174001  9.14826341 19.51266423  9.22128191]
 [ 3.2417554  12.30757996 10.88876835  9.22128191 30.47520004]]"
"['TGT US Equity', 'MO US Equity', 'ABT US Equity', 'DTE US Equity', 'WEC US Equity']","[[43.5782631   3.46409467  5.19269506 -0.48547121  1.06769617]
 [ 3.46409467 29.16115716  8.11236787  6.33423752  5.64387931]
 [ 5.19269506  8.11236787 24.77505784  3.62423425  2.63410506]
 [-0.48547121  6.33423752  3.62423425 14.83958778 13.85501748]
 [ 1.06769617  5.64387931  2.63410506 13.85501748 18.95565239]]"
"['KMB US Equity', 'DUK US Equity', 'MO US Equity', 'WEC US Equity', 'CCL US Equity']","[[18.98891434  8.44756961  7.69898443  8.30634734  4.93961682]
 [ 8.44756961 15.09230655  5.38190606 13.99886178  2.61613985]
 [ 7.69898443  5.38190606 29.16115716  5.64387931  7.34744381]
 [ 8.30634734 13.99886178  5.64387931 18.95565239  2.41778934]
 [ 4.93961682  2.61613985  7.34744381  2.41778934 50.46170376]]"
"['EXC US Equity', 'TGT US Equity', 'PPL US Equity', 'ABT US Equity', 'WELL US Equity']","[[25.89215886  2.72806342 11.71174001  4.8967833  12.30757996]
 [ 2.72806342 43.5782631   0.55155332  5.19269506  0.67687823]
 [11.71174001  0.55155332 19.51266423  5.56063142  9.22128191]
 [ 4.8967833   5.19269506  5.56063142 24.77505784  6.26345459]
 [12.30757996  0.67687823  9.22128191  6.26345459 30.47520004]]"
"['TGT US Equity', 'DTE US Equity']","[[43.5782631  -0.48547121]
 [-0.48547121 14.83958778]]"
"['EXC US Equity', 'KMB US Equity', 'PPL US Equity', 'CCL US Equity']","[[25.89215886  6.47096926 11.71174001  5.58875939]
 [ 6.47096926 18.98891434  6.79175117  4.93961682]
 [11.71174001  6.79175117 19.51266423  6.04825298]
 [ 5.58875939  4.93961682  6.04825298 50.46170376]]"
"['EXC US Equity', 'KMB US Equity', 'PPL US Equity', 'DTE US Equity', 'WM US Equity']","[[25.89215886  6.47096926 11.71174001 11.93496076  5.34520496]
 [ 6.47096926 18.98891434  6.79175117  7.58649282  7.08088071]
 [11.71174001  6.79175117 19.51266423  9.18255513  4.45584552]
 [11.93496076  7.58649282  9.18255513 14.83958778  5.90528955]
 [ 5.34520496  7.08088071  4.45584552  5.90528955 17.51085179]]"
"['TGT US Equity', 'PPL US Equity', 'DTE US Equity', 'WEC US Equity']","[[43.5782631   0.55155332 -0.48547121  1.06769617]
 [ 0.55155332 19.51266423  9.18255513  9.27362243]
 [-0.48547121  9.18255513 14.83958778 13.85501748]
 [ 1.06769617  9.27362243 13.85501748 18.95565239]]"
"['EXC US Equity', 'TGT US Equity', 'DUK US Equity', 'PPL US Equity', 'WELL US Equity']","[[25.89215886  2.72806342 11.83651989 11.71174001 12.30757996]
 [ 2.72806342 43.5782631  -2.28759833  0.55155332  0.67687823]
 [11.83651989 -2.28759833 15.09230655  9.14826341 10.88876835]
 [11.71174001  0.55155332  9.14826341 19.51266423  9.22128191]
 [12.30757996  0.67687823 10.88876835  9.22128191 30.47520004]]"
"['EXC US Equity', 'TGT US Equity', 'ABT US Equity', 'CCL US Equity']","[[25.89215886  2.72806342  4.8967833   5.58875939]
 [ 2.72806342 43.5782631   5.19269506 10.53460373]
 [ 4.8967833   5.19269506 24.77505784 13.60211496]
 [ 5.58875939 10.53460373 13.60211496 50.46170376]]"
"['KMB US Equity', 'TGT US Equity', 'DUK US Equity', 'DTE US Equity', 'CCL US Equity']","[[ 1.89889143e+01  8.93653031e-03  8.44756961e+00  7.58649282e+00
   4.93961682e+00]
 [ 8.93653031e-03  4.35782631e+01 -2.28759833e+00 -4.85471207e-01
   1.05346037e+01]
 [ 8.44756961e+00 -2.28759833e+00  1.50923065e+01  1.20004526e+01
   2.61613985e+00]
 [ 7.58649282e+00 -4.85471207e-01  1.20004526e+01  1.48395878e+01
   5.20056166e+00]
 [ 4.93961682e+00  1.05346037e+01  2.61613985e+00  5.20056166e+00
   5.04617038e+01]]"
"['OXY US Equity', 'DUK US Equity', 'DTE US Equity', 'WELL US Equity', 'CCL US Equity']","[[56.84660405 -0.18651733  4.51366971  3.2417554  11.34314033]
 [-0.18651733 15.09230655 12.00045256 10.88876835  2.61613985]
 [ 4.51366971 12.00045256 14.83958778 12.12349466  5.20056166]
 [ 3.2417554  10.88876835 12.12349466 30.47520004  6.14318062]
 [11.34314033  2.61613985  5.20056166  6.14318062 50.46170376]]"
"['KMB US Equity', 'MO US Equity', 'ABT US Equity', 'HSY US Equity', 'WM US Equity']","[[18.98891434  7.69898443  8.68989909  8.82716934  7.08088071]
 [ 7.69898443 29.16115716  8.11236787  9.82905636  7.31257551]
 [ 8.68989909  8.11236787 24.77505784  3.96903426  8.16408473]
 [ 8.82716934  9.82905636  3.96903426 24.23853542  6.36590069]
 [ 7.08088071  7.31257551  8.16408473  6.36590069 17.51085179]]"
"['OXY US Equity', 'KMB US Equity', 'TGT US Equity', 'ABT US Equity', 'WEC US Equity']","[[ 5.68466041e+01 -9.94055967e-01  4.29975985e+00  9.12253754e+00
  -5.87235568e-01]
 [-9.94055967e-01  1.89889143e+01  8.93653031e-03  8.68989909e+00
   8.30634734e+00]
 [ 4.29975985e+00  8.93653031e-03  4.35782631e+01  5.19269506e+00
   1.06769617e+00]
 [ 9.12253754e+00  8.68989909e+00  5.19269506e+00  2.47750578e+01
   2.63410506e+00]
 [-5.87235568e-01  8.30634734e+00  1.06769617e+00  2.63410506e+00
   1.89556524e+01]]"
"['EXC US Equity', 'ABT US Equity', 'DTE US Equity', 'WELL US Equity', 'CCL US Equity']","[[25.89215886  4.8967833  11.93496076 12.30757996  5.58875939]
 [ 4.8967833  24.77505784  3.62423425  6.26345459 13.60211496]
 [11.93496076  3.62423425 14.83958778 12.12349466  5.20056166]
 [12.30757996  6.26345459 12.12349466 30.47520004  6.14318062]
 [ 5.58875939 13.60211496  5.20056166  6.14318062 50.46170376]]"
"['OXY US Equity', 'ABT US Equity', 'DTE US Equity', 'WEC US Equity']","[[56.84660405  9.12253754  4.51366971 -0.58723557]
 [ 9.12253754 24.77505784  3.62423425  2.63410506]
 [ 4.51366971  3.62423425 14.83958778 13.85501748]
 [-0.58723557  2.63410506 13.85501748 18.95565239]]"
